# Fix print output for fix printCM
0 -6 -6 -6 6 6 6
100 -5.9728258390363 -6.00058270846511 -5.94426846143197 5.97429784670672 6.03011708896542 5.93311158594508
200 -5.91602646162167 -5.9832233858717 -5.94855193796953 6.02589142858035 6.09541031873856 5.87484550008362
300 -5.85960503513375 -5.95035117058311 -5.98273054879889 6.04724424485127 6.06104384188688 5.85318010531015
400 -5.84958318427899 -5.92318300778995 -6.0205706276695 6.15029520354417 5.99757137700149 5.8964143570282
500 -5.8229957990533 -5.92560068752847 -5.96385200914485 6.17388543466333 5.89612680507036 5.87232755414486
600 -5.78137178827873 -5.94238476653933 -5.93095367414376 6.20837053568049 5.86657804207129 5.93080172251295
700 -5.76525119778907 -5.87375336226389 -5.9083058512149 6.25029186802515 5.75715699239055 5.9690203907764
800 -5.75861389468995 -5.85590887490732 -5.88630276459582 6.2708213544238 5.73077273842208 5.94437207297023
900 -5.72001041550187 -5.86037621773229 -5.89443290411243 6.28718998830012 5.77231130470684 5.96601364415703
1000 -5.72242391722508 -5.84870945302511 -5.90130708799915 6.31562723862135 5.802672067251 5.95584407951942
1100 -5.57618701057034 -5.8604571230511 -5.92543761678951 6.37785612529918 5.7655466995849 5.97026185233192
1200 -5.53483774079645 -5.80868168559119 -5.9982829389625 6.39793085074462 5.80282069928233 5.93057895371063
1300 -5.59374730222166 -5.77334569741735 -6.05966819406177 6.36307756870586 5.93704500047883 5.9662317452964
1400 -5.62071369379104 -5.70279744043298 -6.06419223778362 6.30792475952201 5.96310087566106 5.97073771117513
1500 -5.66481383664855 -5.62298536173757 -6.0989623809087 6.2784552368717 5.94481631143006 5.92549033887773
1600 -5.69051607540066 -5.54794180980933 -6.07045673682844 6.31331787941986 5.94137200838204 5.89339244198547
1700 -5.68788472257104 -5.54155660268121 -6.0222328152897 6.36339021564644 5.9957476424637 5.79941151400367
1800 -5.65005256416692 -5.52043305892636 -5.97673894263548 6.4081066664191 5.96512894011256 5.72979619115097
1900 -5.72218349101654 -5.49728980937974 -5.96704455955022 6.44704025453208 5.91616438703042 5.69020975592141
2000 -5.74273781133623 -5.46373877287724 -6.0196569280068 6.36684647495879 5.91275021020995 5.6931183094732
