# PDOS of Copper at 298 K
# Phys Rev 164, 922 (1967)
1.56e-05 0
0.135081 0
0.176624 0
0.342828 0.00136913
0.498642 0.00268108
0.602476 0.00355536
0.685609 0.0043255
0.846586 0.0058168
0.893293 0.0062495
0.966005 0.00756643
1.16845 0.011233
1.16849 0.0112341
1.3346 0.0149823
1.49028 0.0184952
1.51628 0.0193117
1.65121 0.023548
1.82764 0.0290878
1.83795 0.0294116
2.00924 0.0363333
2.16478 0.0426182
2.16487 0.0426233
2.19837 0.044404
2.28419 0.0489662
2.38775 0.0544708
2.40344 0.0555066
2.48119 0.0606386
2.5849 0.067484
2.65727 0.0722606
2.65742 0.072273
2.74553 0.0792169
2.81801 0.0849288
2.85414 0.0877762
2.89571 0.092199
2.98889 0.102111
3.03012 0.106496
3.08722 0.114907
3.1492 0.124036
3.16968 0.127053
3.19567 0.133012
3.27821 0.151939
3.31916 0.161328
3.32972 0.167405
3.35535 0.182152
3.39619 0.205652
3.40576 0.211163
3.416 0.215734
3.4162 0.215743
3.4525 0.217337
3.55622 0.221892
3.57161 0.222568
3.76349 0.232139
3.95538 0.241252
3.97112 0.241997
4.15765 0.250822
4.27712 0.255917
4.52076 0.266309
4.55723 0.267772
4.70233 0.273595
4.80105 0.27687
4.89432 0.279965
4.91012 0.273559
4.91039 0.265784
4.9526 0.246569
4.95669 0.245298
4.96723 0.242016
4.978 0.238665
4.98351 0.236951
4.98936 0.23513
5.00986 0.230982
5.04667 0.223531
5.07305 0.218194
5.09904 0.214018
5.13574 0.208122
5.14099 0.207805
5.16213 0.20653
5.17791 0.205579
5.23464 0.202159
5.2714 0.200491
5.41674 0.193896
5.43771 0.192787
5.54685 0.187014
5.57811 0.183809
5.67196 0.174186
5.70825 0.169617
5.79196 0.159074
5.81762 0.153984
5.87041 0.143511
5.91157 0.133554
5.93851 0.127035
5.99619 0.111476
6.00561 0.107735
6.03305 0.0968351
6.07381 0.0851029
6.08552 0.081734
6.11661 0.0840154
6.12114 0.0851131
6.1683 0.0965218
6.17328 0.0977261
6.19356 0.112357
6.20465 0.118323
6.21906 0.126072
6.23551 0.135326
6.27513 0.157619
6.28117 0.160817
6.33125 0.187336
6.34205 0.196676
6.38226 0.231463
6.38675 0.235347
6.41686 0.266441
6.41712 0.267067
6.43609 0.311714
6.43642 0.312105
6.45106 0.329547
6.48165 0.346463
6.49783 0.35179
6.53302 0.363376
6.54883 0.368721
6.58438 0.380746
6.62041 0.394307
6.63053 0.398117
6.67676 0.413658
6.71769 0.422835
6.72301 0.427471
6.74978 0.432286
6.75437 0.431902
6.7556 0.432212
6.75904 0.437883
6.76896 0.451602
6.77181 0.368366
6.77242 0.350529
6.77414 0.347671
6.78061 0.336938
6.78344 0.332234
6.79445 0.313938
6.80243 0.307449
6.81382 0.298185
6.81583 0.296556
6.82681 0.279176
6.84107 0.268177
6.84815 0.262708
6.86435 0.244869
6.87361 0.238652
6.89093 0.227029
6.90577 0.218282
6.92274 0.208272
6.93259 0.203523
6.95972 0.19043
6.98014 0.180328
6.99671 0.17213
7.03292 0.15711
7.04413 0.152457
7.07066 0.136445
7.0859 0.12832
7.1024 0.119518
7.17116 0.0838345
7.1968 0.060699
7.20868 0.0499852
7.25556 0.0359078
7.25592 0.0357998
7.28826 0.0222715
7.31389 0.0115511
7.32466 0.000573158
