0.65552758 -0.08218108 -0.23122826
2.03065849 0.46494117 0.87297750
-15.80180341 1.50484584 0.31669351
0.06060238 -0.47589059 -0.41017499
4.23928030 -2.27982958 4.87969884
-1.09746642 -1.28258171 2.03459312
5.48480653 -0.66345012 3.18471732
-1.57479966 0.17478998 -0.17156696
3.85779786 1.59890578 1.78936017
-1.14469715 -2.15823271 2.14353632
5.97160056 0.11573423 0.97653410
4.44645807 -0.15365582 -0.08773622
3.09452721 0.32439223 1.19779688
-1.22585061 -0.32185613 0.03949731
0.44816997 -1.11182687 0.26222208
0.19532128 0.30397832 -0.57154050
5.52432571 -0.76685448 0.32647935
6.37957282 -0.96148815 1.53439397
2.73798648 -0.69516327 1.73607004
0.94755899 0.41154702 -0.14095753
1.50733544 1.22254481 0.26284605
0.98313431 -1.24195379 0.59009611
-0.76518592 0.11605047 -0.00304658
-0.68335076 0.48935564 -0.53834507
1.86534260 -0.49032664 -0.06298849
1.52931829 0.64853878 -0.56286214
2.64217062 -1.37348638 0.22526281
0.18023516 0.03439864 0.77624538
2.02366558 0.35432524 0.76748492
0.80982907 0.31806067 0.08774175
1.57388194 -1.07822533 0.15886237
0.41345498 0.38916338 -0.29917607
-0.24819893 0.13763422 0.45471609
-2.27933523 -0.01771636 -0.20567577
1.52275665 0.35306670 0.21266257
0.28547991 1.05230832 1.16641438
0.97147437 -0.63973458 -0.37994470
0.48124764 0.03483500 -0.01982056
0.74502588 0.14367872 -0.24443596
0.48813660 0.15632903 -0.88469078
0.04886450 0.00882595 -0.47920447
0.03103900 -0.15091487 -0.41193682
-0.10106190 0.14911569 0.10727243
-0.15552036 -0.49286545 -0.04644942
0.27304084 0.35638954 1.13331445
0.57788886 -0.50269555 0.09110942
0.36780762 -0.08710371 -0.28478716
1.01678932 -0.42099561 -0.07317253
0.06561086 -0.27253002 -0.05366136
0.22266923 0.19999531 -0.30017173
-0.18666193 0.02576273 0.27752106
-0.76718071 0.61299522 0.58296511
0.60978530 0.04962900 -0.32796430
-0.11572649 0.03034386 -0.83005753
0.12675714 0.00004617 -0.37078106
