#DATE: 2017-11-20 CONTRIBUTOR: Michal Kanski michal.kanski@uj.edu.pl CITATION: Michal Kanski, Dawid Maciazek, Zbigniew Postawa, Adri C.T. van Duin, Chowdhury Ashraf, and Barbara J. Garrison Development of a Charge-Implicit ReaxFF Potential for Hydrocarbon Systems, J. Phys. Chem. Lett., 2018, 9, pp 359–363 DOI: 10.1021/acs.jpclett.7b03155
#Correcting potential for cireaxFF CC

CC_cireaxFF
N 10000 R 0.0001 1.0

1 0.0001 136733542.9751030206680298 1195428517883.147460937500
2 0.0002 62019291.9954997226595879 298856501708.918518066406
3 0.0003 40435234.5333681330084801 132824647533.713272094727
4 0.0004 30058327.2013075463473797 74713499107.498413085938
5 0.0005 23931835.2749199047684669 47816339420.254402160645
6 0.0006 19880741.4538086317479610 33205537001.971019744873
7 0.0007 17000680.3891085945069790 24395684292.029701232910
8 0.0008 14847008.6080189552158117 18677751329.763092041016
9 0.0009 13175243.2629336398094893 14757555571.943220138550
10 0.0010 11839692.3424190990626812 11953462838.347606658936
11 0.0011 10748081.6230340171605349 9878751549.354024887085
12 0.0012 9839105.8625555727630854 8300763660.214876174927
13 0.0013 9070431.7690561469644308 7072718209.773627281189
14 0.0014 8411880.7633069269359112 6098301905.210776329041
15 0.0015 7841356.0325410198420286 5312192710.107365608215
16 0.0016 7342305.3928770115599036 4668820083.172800064087
17 0.0017 6902083.9522572997957468 4135608729.221432685852
18 0.0018 6510864.8878811988979578 3688772558.300591945648
19 0.0019 6160895.4975742120295763 3310615247.839136600494
20 0.0020 5845977.1959049208089709 2987750785.546697139740
21 0.0021 5561094.5383900227025151 2709902364.751267433167
22 0.0022 5302145.7016517221927643 2469074370.014742851257
23 0.0023 5065743.4504847163334489 2258970653.325372219086
24 0.0024 4849065.9777920646592975 2074578800.527655124664
25 0.0025 4649743.6185463266447186 1911868384.387100934982
26 0.0026 4465771.7574866404756904 1767568836.806629180908
27 0.0027 4295443.1253810226917267 1639003805.305733680725
28 0.0028 4137294.6273328629322350 1523966155.657470941544
29 0.0029 3990065.1890978142619133 1420622609.043505668640
30 0.0030 3852662.0462463209405541 1327440247.986360788345
31 0.0031 3724133.5667513096705079 1243129341.913863420486
32 0.0032 3603647.1757315262220800 1166598478.481804847717
33 0.0033 3490471.2985971784219146 1096919064.205148696899
34 0.0034 3383960.4942189888097346 1033297023.358639001846
35 0.0035 3283543.1393463956192136 975050074.093221902847
36 0.0036 3188711.1676347297616303 921589360.140090346336
37 0.0037 3099011.4741543838754296 872404509.466831564903
38 0.0038 3014038.6782713006250560 827051408.194830298424
39 0.0039 2933429.0008542295545340 785142140.146594524384
40 0.0040 2856855.0606238106265664 746336664.461784839630
41 0.0041 2784021.4325809990987182 710335896.394444227219
42 0.0042 2714660.8413970507681370 676875927.284519672394
43 0.0043 2648530.8863182244822383 645723174.292006373405
44 0.0044 2585411.2129628695547581 616670292.815091490746
45 0.0045 2525101.0624447474256158 589532717.547348499298
46 0.0046 2467417.1403642711229622 564145724.062177419662
47 0.0047 2412191.7579967323690653 540361923.288598895073
48 0.0048 2359271.2059573763981462 518049117.498517572880
49 0.0049 2308514.3271125094033778 497088459.398825407028
50 0.0050 2259791.2608262123540044 477372866.327112913132
51 0.0051 2212982.3350130864419043 458805649.935401201248
52 0.0052 2167977.0860895505174994 441299328.535312891006
53 0.0053 2124673.3899228563532233 424774594.798573791981
54 0.0054 2082976.6893821978010237 409159416.014601945877
55 0.0055 2042799.3061913230922073 394388247.802890300751
56 0.0056 2004059.8265401863027364 380401345.219845533371
57 0.0057 1966682.5513935508206487 367144157.712863326073
58 0.0058 1930597.0036850054748356 354566796.458043813705
59 0.0059 1895737.4856445277109742 342623564.351513803005
60 0.0060 1862042.6804083823226392 331272540.371394515038
61 0.0061 1829455.2928278464823961 320475211.239321410656
62 0.0062 1797921.7250494603067636 310196144.328400433064
63 0.0063 1767391.7830019276589155 300402696.622253715992
64 0.0064 1737818.4104080882389098 291064755.254535496235
65 0.0065 1709157.4473567360546440 282154505.772510051727
66 0.0066 1681367.4108286083210260 273646224.790042877197
67 0.0067 1654409.2948821100872010 265516094.139922231436
68 0.0068 1628246.3884743598755449 257742034.015083491802
69 0.0069 1602844.1091279410757124 250303552.913291782141
70 0.0070 1578169.8508583344519138 243181612.478841125965
71 0.0071 1554192.8449556564446539 236358505.574718356133
72 0.0072 1530884.0323706436902285 229817746.125537037849
73 0.0073 1508215.9465918538626283 223543969.450260490179
74 0.0074 1486162.6060214177705348 217522841.958459645510
75 0.0075 1464699.4149625913705677 211740979.218068152666
76 0.0076 1443803.0724257221445441 206185871.519318282604
77 0.0077 1423451.4880416989326477 200845816.161146849394
78 0.0078 1403623.7044448878150433 195709855.775073289871
79 0.0079 1384299.8255521801766008 190767722.079080611467
80 0.0080 1365460.9502221292350441 186009784.521940171719
81 0.0081 1347089.1108291330747306 181427003.337982028723
82 0.0082 1329167.2163329988252372 177010886.584700584412
83 0.0083 1311678.9994646823033690 172753450.781627774239
84 0.0084 1294608.9676851218100637 168647184.809579849243
85 0.0085 1277942.3576063807122409 164685016.765241563320
86 0.0086 1261665.0925932293757796 160860283.497783064842
87 0.0087 1245763.7432892236392945 157166702.582330852747
88 0.0088 1230225.4908346056472510 153598346.510029822588
89 0.0089 1215038.0925642750225961 150149618.896581172943
90 0.0090 1200189.8499929031822830 146815232.530853450298
91 0.0091 1185669.5789112260099500 143590189.102691560984
92 0.0092 1171466.5814328556880355 140469760.464712649584
93 0.0093 1157570.6198447772767395 137449471.296856224537
94 0.0094 1143971.8921271876897663 134525083.054936051369
95 0.0095 1130661.0090196582023054 131692579.095653131604
96 0.0096 1117628.9725208485033363 128948150.880538776517
97 0.0097 1104867.1557183056138456 126288185.170320540667
98 0.0098 1092367.2838533269241452 123709252.129252225161
99 0.0099 1080121.4165335500147194 121208094.266286805272
100 0.0100 1068121.9310129133518785 118781616.146445572376
101 0.0101 1056361.5064650054555386 116426874.811711952090
102 0.0102 1044833.1091816168045625 114141070.856061652303
103 0.0103 1033529.9786336101824418 111921540.104070499539
104 0.0104 1022445.6143360610585660 109765745.846911579370
105 0.0105 1011573.7634640428004786 107671271.593453109264
106 0.0106 1000908.4091694803209975 105635814.297796532512
107 0.0107 990443.7595532018458471 103657178.027772441506
108 0.0108 980174.2372497179312631 101733268.041906595230
109 0.0109 970094.4695853726007044 99862085.244998902082
110 0.0110 960199.2792733768001199 98041720.994917616248
111 0.0111 950483.6756118608172983 96270352.235401079059
112 0.0112 940942.8461535058449954 94546236.931697666645
113 0.0113 931572.1488175365375355 92867709.787687748671
114 0.0114 922367.1044169106753543 91233178.224828958511
115 0.0115 913323.3895754297263920 89641118.604789152741
116 0.0116 904436.8300112385768443 88090072.679034829140
117 0.0117 895703.3941647907486185 86578644.249921590090
118 0.0118 887119.1871508441399783 85105496.029011249542
119 0.0119 878680.4450154229998589 83669346.679410919547
120 0.0120 870383.5292799564776942 82268968.029918745160
121 0.0121 862224.9217559773242101 80903182.449664056301
122 0.0122 854201.2196148560615256 79570860.372761189938
123 0.0123 846309.1306980550289154 78270917.963259682059
124 0.0124 838545.4690543231554329 77002314.911377072334
125 0.0125 830907.1506911220494658 75764052.352645143867
126 0.0126 823391.1895283799385652 74555170.902198210359
127 0.0127 815994.6935434212209657 73374748.796976760030
128 0.0128 808714.8610966157866642 72221900.139131650329
129 0.0129 801548.9774279404664412 71095773.234373733401
130 0.0130 794494.4113152491627261 69995549.019452005625
131 0.0131 787548.6118856098037213 68920439.573335886002
132 0.0132 780709.1055715904803947 67869686.707049682736
133 0.0133 773973.4932048657210544 66842560.627444788814
134 0.0134 767339.4472399678779766 65838358.670513130724
135 0.0135 760804.7091014353791252 64856404.100135907531
136 0.0136 754367.0866480069234967 63896044.968432106078
137 0.0137 748024.4517478790367022 62956653.034124605358
138 0.0138 741774.7379593942314386 62037622.735570535064
139 0.0139 735615.9383118494879454 61138370.215323373675
140 0.0140 729546.1031814187299460 60258332.393290862441
141 0.0141 723563.3382574670249596 59396966.085742965341
142 0.0142 717665.8025948001304641 58553747.167594641447
143 0.0143 711851.7067476428346708 57728169.775551363826
144 0.0144 706119.3109813724877313 56919745.549856245518
145 0.0145 700466.9235582539113238 56128002.912514261901
146 0.0146 694892.8990936279296875 55352486.380004324019
147 0.0147 689395.6369791973847896 54592755.908605583012
148 0.0148 683973.5798702378524467 53848386.270585127175
149 0.0149 678625.2122337290784344 53118966.459591180086
150 0.0150 673349.0589545643888414 52404099.123703107238
151 0.0151 668143.6839971455046907 51703400.024675302207
152 0.0152 663007.6891198116354644 51016497.522002995014
153 0.0153 657939.7126396857202053 50343032.080514550209
154 0.0154 652938.4282456464134157 49682655.800272755325
155 0.0155 648002.5438572508282959 49035031.967638544738
156 0.0156 643130.8005275483010337 48399834.626412853599
