   1    1        0.323253500       8.084050718       1.702616071
   1    2        0.360664373       4.235314719       1.042683930
   1    3        0.260389892       6.170949887       1.272400043
   1    4        0.330132439       3.278939136       0.828179347
   1    5        0.185972580       3.725502262       0.734989482
   1    6        0.277947516       2.055868864       0.561342452
   1    7        0.118796875       2.060868312       0.384857989
   1    8        0.231436958       1.236210246       0.385811856
   1    9        0.206471613       0.906744732       0.341979489
   1   10        0.158790100       2.587251689       0.462472629
   1   11        0.110816527       0.539968749       0.259280709
   1   12        0.069337635       1.638772243       0.265474748
   1   13        0.043185324       0.337592289       0.182941454
   1   14        0.010354877       0.869677075       0.143470195
   1   15        0.002782479       0.260905217       0.077284344
   1   16        0.000051693       0.337673024       0.047413678
   1   17        0.000367854       1.272167935       0.047857768
   1   18        0.004223079       1.453250930       0.076712994
   1   19        0.000116221       0.416727692       0.026175232
   1   20        0.001761348       3.360761018       0.126556701
   1   21        0.046972760       3.994387329       0.255458626
   1   22        0.000509130       0.841326965       0.030280846
   1   23        0.000069858       0.586143645       0.021746651
   1   24        0.000478186       0.698391014       0.039486558
   1   25        0.000018575       0.217039046       0.017769218
   1   26        0.001503376       2.674736830       0.100445585
   1   27        0.043256998       3.239394874       0.218232190
   1   28        0.000235112       0.640992520       0.021874832
   1   29        0.000005331       0.245184622       0.008924583
   1   30        0.000013809       0.309690442       0.021596062
   1   31        0.000000846       0.108442934       0.012668768
   1   32        0.001180036       1.896332721       0.070773276
   1   33        0.032814392       2.399147807       0.174090644
   1   34        0.000152268       0.425468211       0.013365173
   1   35        0.000000131       0.105743858       0.003917730
   1   36        0.000000323       0.139914105       0.012534114
   1   37        0.000000005       0.064359433       0.009691646
   1   38        0.000781313       1.164144189       0.043387334
   1   39        0.017741263       1.608397685       0.127192802
   1   40        0.000045578       0.239009898       0.006400343
   1   41        0.000000000       0.055396391       0.001876732
   1   42        0.000000001       0.061458140       0.007075940
   1   43        0.000000000       0.049527354       0.007431371
   1   44        0.000455970       0.610556857       0.023111302
   1   45        0.006524857       0.965675720       0.084009793
   1   46        0.000003883       0.112365660       0.002348721
   1   47        0.000000000       0.041888990       0.000979893
   1   48        0.000000000       0.031893472       0.003716054
   1   49        0.000000000       0.045112870       0.005414628
   1   50        0.000193298       0.276621635       0.010839794
   1   51        0.001843829       0.518431175       0.050574997
   1   52        0.000000116       0.050467261       0.000806563
   1   53        0.000000726       0.079757101       0.001695900
   1   54        0.000002620       0.214792018       0.004624420
   1   55        0.000000153       0.032227237       0.000682498
   1   56        0.000002098       0.167892084       0.003611018
   1   57        0.000000013       0.011271364       0.000226283
   1   58        0.000001504       0.111773409       0.002422534
   1   59        0.000000000       0.004206824       0.000084102
   1   60        0.000000793       0.059186257       0.001342955
   1   61        0.000000000       0.002533388       0.000037436
   1   62        0.000000430       0.024883993       0.000612073
   1   63        0.000000000       0.002141182       0.000019845
   1   64        0.000000249       0.009221856       0.000235933
   1   65        0.000000171       0.041935470       0.001757488
   1   66        0.000000558       0.050781432       0.000821210
   1   67        0.000000023       0.026031170       0.001477691
   1   68        0.000000236       0.035000586       0.000541413
   1   69        0.000000001       0.016686889       0.001262702
   1   70        0.000000117       0.019534983       0.000300040
   1   71        0.000000000       0.013817963       0.001080656
   1   72        0.000000025       0.008836054       0.000124822
   1   73        0.000000000       0.013390331       0.000883283
   1   74        0.000000004       0.003921142       0.000039290
   1   75        0.000000000       0.013248027       0.000670084
   1   76        0.000000000       0.003311327       0.000013713
   1   77        0.000575030       0.071033954       0.003969080
   1   78        0.006460376       0.228154636       0.025767488
   1   79        0.000034582       0.031739317       0.001125065
   1   80        0.005339742       0.188859999       0.022923473
   1   81        0.000000283       0.012732944       0.000485623
   1   82        0.003739985       0.144168675       0.018540823
   1   83        0.000000000       0.006639503       0.000283780
   1   84        0.002052044       0.097976075       0.012625270
   1   85        0.000000000       0.005186677       0.000157467
   1   86        0.000517401       0.053886206       0.006461886
   1   87        0.000000000       0.004406410       0.000077965
   1   88        0.000039230       0.022374190       0.002343505
   2    1        0.797811056       8.470628646       2.085367860
   2    2        0.086611468       3.859025482       0.687664184
   2    3        0.709617823       6.557877414       1.656358694
   2    4        0.051560656       2.903817522       0.478777453
   2    5        0.591680654       4.111096165       1.122684904
   2    6        0.016983870       1.682600738       0.228302750
   2    7        0.491191784       2.443755581       0.771623711
   2    8        0.002442226       0.854840759       0.083790553
   2    9        0.467451283       1.773047372       0.683958978
   2   10        0.009754135       2.635336650       0.359228506
   2   11        0.299524892       1.040876679       0.518561417
   2   12        0.000827041       2.325944694       0.239129129
   2   13        0.152808548       0.715276329       0.365882908
   2   14        0.000007624       2.132707160       0.131517917
   2   15        0.009237034       0.432700303       0.154568688
   2   16        0.000000000       1.890878762       0.038194238
   2   17        0.029113310       1.657557675       0.133453492
   2   18        0.000959810       1.271870266       0.047093472
   2   19        0.000004295       0.243987823       0.004378078
   2   20        0.020061414       3.790081155       0.198718127
   2   21        0.007272929       3.741103112       0.178730840
