# Interaction between a chaperonin wall and hydrophilic beads (type L or N, h=0)

CH_H0
N 1181 R 0.00000000001 5.9

1 0.00000000001 8.31299178857e-07 0.0
2 0.005 8.31311879342e-07 -5.08022586688e-09
3 0.01 8.31349981758e-07 -1.01608369733e-08
4 0.015 8.31413488996e-07 -1.52422186449e-08
5 0.02 8.31502405871e-07 -2.03247562721e-08
6 0.025 8.31616739127e-07 -2.54088353865e-08
7 0.03 8.31756497437e-07 -3.04948417048e-08
8 0.035 8.319216914e-07 -3.55831611709e-08
9 0.04 8.32112333547e-07 -4.06741800058e-08
10 0.045 8.32328438343e-07 -4.57682847516e-08
11 0.05 8.32570022183e-07 -5.08658623183e-08
12 0.055 8.328371034e-07 -5.59673000292e-08
13 0.06 8.33129702263e-07 -6.10729856679e-08
14 0.065 8.33447840983e-07 -6.61833075238e-08
15 0.07 8.33791543713e-07 -7.12986544391e-08
16 0.075 8.34160836552e-07 -7.64194158551e-08
17 0.08 8.34555747546e-07 -8.15459818584e-08
18 0.085 8.34976306696e-07 -8.66787432278e-08
19 0.09 8.35422545957e-07 -9.18180914814e-08
20 0.095 8.35894499243e-07 -9.69644189231e-08
21 0.1 8.36392202433e-07 -1.0211811869e-07
22 0.105 8.36915693374e-07 -1.07279584798e-07
23 0.11 8.37465011883e-07 -1.12449212192e-07
24 0.115 8.38040199757e-07 -1.17627396792e-07
25 0.12 8.38641300774e-07 -1.22814535539e-07
26 0.125 8.392683607e-07 -1.28011026445e-07
27 0.13 8.39921427291e-07 -1.33217268641e-07
28 0.135 8.40600550305e-07 -1.38433662423e-07
29 0.14 8.41305781504e-07 -1.43660609303e-07
30 0.145 8.42037174658e-07 -1.48898512057e-07
31 0.15 8.42794785557e-07 -1.54147774771e-07
32 0.155 8.43578672015e-07 -1.59408802894e-07
33 0.16 8.44388893873e-07 -1.64682003285e-07
34 0.165 8.45225513015e-07 -1.69967784262e-07
35 0.17 8.46088593367e-07 -1.75266555654e-07
36 0.175 8.46978200908e-07 -1.80578728847e-07
37 0.18 8.4789440368e-07 -1.85904716839e-07
38 0.185 8.48837271792e-07 -1.91244934288e-07
39 0.19 8.49806877432e-07 -1.96599797561e-07
40 0.195 8.50803294874e-07 -2.01969724788e-07
41 0.2 8.51826600486e-07 -2.07355135913e-07
42 0.205 8.52876872743e-07 -2.12756452745e-07
43 0.21 8.5395419223e-07 -2.18174099007e-07
44 0.215 8.55058641658e-07 -2.23608500394e-07
45 0.22 8.56190305871e-07 -2.29060084623e-07
46 0.225 8.57349271858e-07 -2.34529281482e-07
47 0.23 8.5853562876e-07 -2.40016522891e-07
48 0.235 8.59749467885e-07 -2.4552224295e-07
49 0.24 8.60990882715e-07 -2.51046877993e-07
50 0.245 8.62259968921e-07 -2.56590866647e-07
51 0.25 8.63556824372e-07 -2.62154649881e-07
52 0.255 8.64881549149e-07 -2.67738671065e-07
53 0.26 8.66234245555e-07 -2.73343376025e-07
54 0.265 8.67615018129e-07 -2.78969213098e-07
55 0.27 8.69023973658e-07 -2.84616633187e-07
56 0.275 8.70461221189e-07 -2.90286089823e-07
57 0.28 8.71926872044e-07 -2.95978039217e-07
58 0.285 8.73421039834e-07 -3.0169294032e-07
59 0.29 8.74943840469e-07 -3.07431254881e-07
60 0.295 8.76495392179e-07 -3.13193447505e-07
61 0.3 8.7807581552e-07 -3.18979985713e-07
62 0.305 8.79685233396e-07 -3.24791340003e-07
63 0.31 8.8132377107e-07 -3.30627983906e-07
64 0.315 8.82991556179e-07 -3.36490394052e-07
65 0.32 8.84688718753e-07 -3.42379050225e-07
66 0.325 8.86415391229e-07 -3.48294435432e-07
67 0.33 8.88171708466e-07 -3.54237035959e-07
68 0.335 8.89957807764e-07 -3.60207341438e-07
69 0.34 8.91773828877e-07 -3.66205844906e-07
70 0.345 8.93619914037e-07 -3.72233042875e-07
71 0.35 8.95496207963e-07 -3.78289435392e-07
