16 68 0 0.5 
17 37 0 0.5 
162 210 0 0.5 
174 163 0 0.5 
179 255 0 0.5 
96 161 0 0.505 
111 162 0 0.505 
156 231 0 0.505 
210 150 0 0.505 
226 246 0 0.505 
254 202 0 0.505 
31 82 0 0.51 
95 144 0 0.51 
116 80 0 0.51 
143 255 0 0.51 
153 165 0 0.51 
192 240 0 0.51 
227 247 0 0.51 
12 124 0 0.515 
18 39 0 0.515 
22 102 0 0.515 
34 55 0 0.515 
62 78 0 0.515 
128 188 0 0.515 
146 134 0 0.515 
50 14 0 0.52 
58 74 0 0.52 
69 134 0 0.52 
126 186 0 0.52 
143 242 0 0.52 
167 227 0 0.52 
213 37 0 0.52 
52 8 0 0.525 
69 149 0 0.525 
93 26 0 0.525 
154 144 0 0.525 
156 236 0 0.525 
180 228 0 0.525 
180 197 0 0.525 
256 1 0 0.525 
59 123 0 0.53 
84 160 0 0.53 
105 165 0 0.53 
154 151 0 0.53 
156 213 0 0.53 
158 99 0 0.53 
192 251 0 0.53 
217 21 0 0.53 
254 208 0 0.53 
31 84 0 0.535 
66 146 0 0.535 
77 129 0 0.535 
181 229 0 0.535 
203 54 0 0.535 
244 208 0 0.535 
99 174 0 0.54 
109 157 0 0.54 
187 236 0 0.54 
249 192 0 0.54 
6 54 0 0.545 
96 144 0 0.545 
109 169 0 0.545 
115 182 0 0.545 
131 206 0 0.545 
176 228 0 0.545 
203 14 0 0.545 
224 41 0 0.545 
228 256 0 0.545 
247 56 0 0.545 
18 86 0 0.55 
34 255 0 0.55 
45 90 0 0.55 
59 124 0 0.55 
111 164 0 0.55 
117 183 0.035 0.55 
193 221 0 0.55 
223 1 0 0.55 
242 206 0 0.55 
249 201 0 0.55 
256 14 0 0.55 
3 115 0 0.555 
92 165 0 0.555 
108 186 0 0.555 
128 144 0 0.555 
146 214 0 0.555 
166 246 0 0.555 
219 93 0.045 0.555 
15 68 0 0.56 
76 130 0.06 0.56 
105 123 0 0.56 
124 72 0 0.56 
137 128 0 0.56 
164 212 0 0.56 
194 207 0 0.56 
194 14 0 0.56 
244 63 0 0.56 
1 16 0 0.565 
20 100 0 0.565 
41 53 0 0.565 
76 154 0 0.565 
103 171 0 0.565 
119 246 0.045 0.565 
144 222 0 0.565 
167 155 0 0.565 
170 175 0 0.565 
241 36 0.065 0.565 
244 56 0 0.565 
28 109 0 0.57 
53 60 0 0.57 
55 123 0 0.57 
87 102 0.065 0.57 
176 256 0 0.57 
194 6 0 0.57 
233 232 0 0.57 
249 135 0 0.57 
11 123 0 0.575 
55 98 0 0.575 
71 183 0 0.575 
145 160 0 0.575 
174 162 0 0.575 
209 1 0 0.575 
38 98 0 0.58 
55 114 0 0.58 
62 242 0 0.58 
68 88 0 0.58 
86 38 0 0.58 
92 152 0 0.58 
112 100 0 0.58 
198 2 0 0.58 
229 241 0 0.58 
8 68 0 0.585 
11 186 0.07 0.585 
48 108 0 0.585 
71 131 0 0.585 
146 87 0 0.585 
165 156 0 0.585 
171 236 0 0.585 
208 193 0 0.585 
210 230 0 0.585 
224 28 0 0.585 
1 31 0 0.59 
3 116 0 0.59 
31 68 0 0.59 
78 27 0 0.59 
154 172 0 0.59 
179 227 0 0.59 
215 2 0 0.59 
231 53 0 0.59 
238 168 0.09 0.59 
15 81 0 0.595 
17 22 0.06 0.595 
45 28 0 0.595 
73 25 0 0.595 
78 84 0 0.595 
104 124 0 0.595 
137 77 0 0.595 
148 228 0 0.595 
162 148 0 0.595 
76 217 0.05 0.6 
116 130 0 0.6 
125 75 0 0.6 
144 218 0 0.6 
177 242 0 0.6 
179 195 0 0.6 
207 50 0 0.6 
45 106 0 0.605 
50 15 0 0.605 
120 129 0 0.605 
163 183 0 0.605 
180 195 0 0.605 
252 53 0 0.605 
6 69 0 0.61 
15 66 0 0.61 
15 29 0 0.61 
69 121 0 0.61 
82 162 0 0.61 
97 158 0 0.61 
97 162 0 0.61 
160 212 0 0.61 
191 251 0 0.61 
215 19 0 0.61 
15 5 0.045 0.615 
22 105 0 0.615 
38 105 0 0.615 
48 126 0 0.615 
78 29 0 0.615 
78 32 0 0.615 
145 151 0.07 0.615 
147 223 0 0.615 
156 229 0 0.615 
206 1 0 0.615 
207 78 0.06 0.615 
224 228 0 0.615 
24 84 0 0.62 
47 100 0 0.62 
88 156 0 0.62 
127 186 0 0.62 
158 163 0 0.62 
168 246 0 0.62 
253 206 0.04 0.62 
31 66 0 0.625 
70 92 0 0.625 
115 131 0 0.625 
177 225 0 0.625 
210 34 0 0.625 
234 246 0 0.625 
244 64 0 0.625 
23 103 0 0.63 
51 15 0 0.63 
91 88 0.045 0.63 
103 183 0 0.63 
106 11 0.03 0.63 
113 3 0 0.63 
140 152 0 0.63 
158 100 0 0.63 
166 184 0 0.63 
194 18 0 0.63 
252 56 0 0.63 
25 87 0.045 0.635 
125 11 0 0.635 
181 230 0 0.635 
193 253 0 0.635 
196 216 0 0.635 
214 37 0 0.635 
254 251 0 0.635 
1 19 0 0.64 
16 128 0 0.64 
27 75 0 0.64 
38 121 0 0.64 
68 82 0 0.64 
133 132 0 0.64 
135 9 0.135 0.64 
179 49 0.085 0.64 
184 232 0 0.64 
249 179 0.05 0.64 
20 22 0.05 0.645 
31 3 0 0.645 
