# column   1     --> step : The current simulation time step.
# column   2     --> time{femtosecond} : The elapsed simulation time.
# column   3     --> kinetic_md{atomic_unit} : The kinetic energy of the (extended) classical system.
# column   4     --> spring{atomic_unit} : The total spring potential energy between the beads of all the ring polymers in the system.
# column   5     --> potential{atomic_unit} : The physical system potential energy.
# column   6     --> conserved{atomic_unit} : The value of the conserved energy quantity per bead.
# column   7     --> kinetic_td{atomic_unit} : The primitive quantum kinetic energy of the physical system.
# column   8     --> kinetic_cv{atomic_unit} : The centroid-virial quantum kinetic energy of the physical system.
# column   9     --> pressure_cv{atomic_unit} : The quantum estimator for pressure of the physical system.
    0.00000000e+00     0.00000000e+00     0.00000000e+00     0.00000000e+00    -2.06950626e-01    -2.06950626e-01     1.66356603e-02     4.15891507e-03    -9.58245343e-08   
    1.00000000e+03     1.00000000e+04     5.61915074e-10     2.51003042e-31    -2.06950627e-01    -2.06950626e-01     1.66356603e-02     4.15891507e-03    -9.58246078e-08   
    2.00000000e+03     2.00000000e+04     3.66075435e-10     5.91713694e-31    -2.06950627e-01    -2.06950626e-01     1.66356603e-02     4.15891507e-03    -9.58245825e-08   
    3.00000000e+03     3.00000000e+04     6.00767956e-10     9.51153820e-31    -2.06950627e-01    -2.06950626e-01     1.66356603e-02     4.15891507e-03    -9.58246119e-08   
    4.00000000e+03     4.00000000e+04     7.37095317e-10     1.35808331e-30    -2.06950627e-01    -2.06950626e-01     1.66356603e-02     4.15891507e-03    -9.58246306e-08   
    5.00000000e+03     5.00000000e+04     3.78083095e-10     1.71497991e-30    -2.06950627e-01    -2.06950626e-01     1.66356603e-02     4.15891507e-03    -9.58245837e-08   
    6.00000000e+03     6.00000000e+04     5.92313343e-10     2.05386928e-30    -2.06950627e-01    -2.06950626e-01     1.66356603e-02     4.15891507e-03    -9.58246118e-08   
    7.00000000e+03     7.00000000e+04     2.98475308e-10     2.43625216e-30    -2.06950627e-01    -2.06950626e-01     1.66356603e-02     4.15891507e-03    -9.58245743e-08   
    8.00000000e+03     8.00000000e+04     4.30771681e-10     2.96491450e-30    -2.06950627e-01    -2.06950626e-01     1.66356603e-02     4.15891507e-03    -9.58245898e-08   
    9.00000000e+03     9.00000000e+04     4.01774154e-10     3.37708003e-30    -2.06950627e-01    -2.06950626e-01     1.66356603e-02     4.15891507e-03    -9.58245877e-08   
    1.00000000e+04     1.00000000e+05     4.37990327e-10     3.73636562e-30    -2.06950627e-01    -2.06950626e-01     1.66356603e-02     4.15891507e-03    -9.58245909e-08   
