2.500000 5.670970817963099e+02
2.600000 2.404059283529051e+02
2.700000 9.157060823529977e+01
2.800000 3.428273061369140e+01
2.900000 1.619868149395266e+01
3.000000 1.039607214301755e+01
3.100000 6.830187514267188e+00
3.200000 3.861970842349535e+00
3.300000 1.645948643278161e+00
3.400000 2.395428971623918e-01
3.500000 -4.276763637833773e-01
3.600000 -5.132022977965877e-01
3.700000 -2.208024961234051e-01
3.800000 2.402697744243800e-01
3.900000 6.956064296165573e-01
4.000000 1.034070044257954e+00
4.100000 1.205997975111669e+00
4.200000 1.209501102128581e+00
4.300000 1.076304670380924e+00
4.400000 8.575891319958883e-01
4.500000 6.098309880892070e-01
4.600000 3.807992942746473e-01
4.700000 1.995994191469442e-01
4.800000 7.699059877424269e-02
4.900000 9.750744163981299e-03
5.000000 -1.480308769532222e-02
5.100000 -1.429422279228416e-02
5.200000 -6.765899050869768e-03
5.300000 -6.214398421078919e-03
5.400000 -1.951586041390797e-02
5.500000 -4.689090237947263e-02
5.600000 -8.376292122940529e-02
5.700000 -1.226699982917263e-01
5.800000 -1.551768041657136e-01
5.900000 -1.737865035767736e-01
6.000000 -1.738272491408507e-01
6.100000 -1.546779867768825e-01
6.200000 -1.193171291488982e-01
6.300000 -7.321054075616322e-02
6.400000 -2.317411193286228e-02
6.500000 2.376366715221714e-02
6.600000 6.149913249600215e-02
6.700000 8.597538938112201e-02
6.800000 9.590170060736655e-02
6.900000 9.245100462148878e-02
7.000000 7.855487875847664e-02
7.100000 5.818301960249692e-02
7.200000 3.562272334783877e-02
7.300000 1.475836615985744e-02
7.400000 -1.639617536128255e-03
7.500000 -1.237881063914745e-02
7.600000 -1.768202571195587e-02
7.700000 -1.877757119362295e-02
7.800000 -1.748001968416543e-02
7.900000 -1.577097622918088e-02
8.000000 -1.537984660448136e-02
8.100000 -1.737044400054951e-02
8.200000 -2.187939410237979e-02
8.300000 -2.823987455760605e-02
8.400000 -3.525715284001425e-02
8.500000 -4.148996251287761e-02
8.600000 -4.553187949229211e-02
8.700000 -4.629269831051163e-02
8.800000 -4.327548798226762e-02
8.900000 -3.674131754868225e-02
9.000000 -2.758883541814894e-02
9.100000 -1.712151838480657e-02
9.200000 -6.810600249997737e-03
9.300000 1.941999556272785e-03
9.400000 8.040747353879739e-03
9.500000 1.092691524686838e-02
9.600000 1.063606620723048e-02
9.700000 7.416550438142138e-03
9.800000 1.175066786686231e-03
9.900000 -9.084427187675534e-03
10.000000 -2.582180514463068e-02
10.100000 -5.352186189454393e-02
