-0.00010 0.000000 0.000000
0.00000 0.000000 0.000000 
0.00010 0.000000 0.000000 
0.00020 0.000000 0.000000 
0.00030 0.000000 0.000000 
0.00040 0.000000 0.000000 
0.00050 0.000000 0.000000 
0.00060 0.000000 0.000000 
0.00070 0.000000 0.000000 
0.00080 0.000000 0.000000 
0.00090 0.000000 0.000000 
0.00100 0.000000 0.000000 
0.00110 -0.000000 0.000956 
0.00120 -0.000000 0.003346 
0.00130 -0.000001 0.014340 
0.00140 -0.000004 0.052582 
0.00150 -0.000016 0.181166 
0.00160 -0.000054 0.576960 
0.00170 -0.000159 1.521988 
0.00180 -0.000394 3.181166 
0.00190 -0.000898 6.904398 
0.00200 -0.002003 15.187380 
0.00210 -0.004126 27.267686 
0.00220 -0.007857 47.360899 
0.00230 -0.013919 73.881931 
0.00240 -0.023252 112.777725 
0.00250 -0.036665 155.467973 
0.00260 -0.053481 180.859465 
0.00270 -0.072851 206.537763 
0.00280 -0.094649 229.418738 
0.00290 -0.116847 214.556405 
0.00300 -0.137125 191.001434 
0.00310 -0.153725 140.992352 
0.00320 -0.166571 115.923040 
0.00330 -0.177354 99.748088 
0.00340 -0.186331 79.778203 
0.00350 -0.192564 44.893403 
0.00360 -0.196084 25.498088 
0.00370 -0.197295 -1.283938 
0.00380 -0.196326 -18.078872 
0.00390 -0.193899 -30.476099 
0.00400 -0.190232 -42.851816 
0.00410 -0.184418 -73.426864 
0.00420 -0.176944 -76.055449 
0.00430 -0.169285 -77.134321 
0.00440 -0.162361 -61.348948 
0.00450 -0.156650 -52.864245 
0.00460 -0.152168 -36.765774 
0.00470 -0.149097 -24.665870 
0.00480 -0.147092 -15.420650 
0.00490 -0.145922 -7.981358 
0.00500 -0.145312 -4.230880 
0.00510 -0.144998 -2.052582 
0.00520 -0.144851 -0.876674 
0.00530 -0.144790 -0.344646 
0.00540 -0.144766 -0.128108 
0.00550 -0.144758 -0.043978 
0.00560 -0.144755 -0.013384 
0.00570 -0.144754 -0.003824 
0.00580 -0.144754 -0.000956 
0.00590 -0.144754 -0.000478 
0.00600 -0.144754 0.000000 
0.00610 -0.144754 0.000000 
0.00620 -0.144754 0.000000 
0.00630 -0.144754 0.000000 
0.00640 -0.144754 0.000000 
0.00650 -0.144754 0.000000 
0.00660 -0.144754 0.000000 
0.00670 -0.144754 0.000000 
0.00680 -0.144754 0.000000 
0.00690 -0.144754 0.000000 
0.00700 -0.144754 0.000000 
0.00710 -0.144754 0.000000 
0.00720 -0.144754 0.000000 
0.00730 -0.144754 0.000000 
0.00740 -0.144754 0.000000 
0.00750 -0.144754 0.000000 
0.00760 -0.144754 0.000000 
0.00770 -0.144754 0.000000 
0.00780 -0.144754 0.000000 
0.00790 -0.144754 0.000000 
0.00800 -0.144754 0.000000 
0.00810 -0.144754 0.000000 
0.00820 -0.144754 0.000000 
0.00830 -0.144754 0.000000 
0.00840 -0.144754 0.000000 
0.00850 -0.144754 0.000000 
0.00860 -0.144754 0.000000 
0.00870 -0.144754 0.000000 
0.00880 -0.144754 0.000000 
0.00890 -0.144754 0.000000 
0.00900 -0.144754 0.000000 
0.00910 -0.144754 0.000000 
0.00920 -0.144754 0.000000 
0.00930 -0.144754 0.000000 
0.00940 -0.144754 0.000000 
0.00950 -0.144754 0.000000 
0.00960 -0.144754 0.000000 
