-0.000100000 0.000000000 -0.000000000
0.000000000 0.000000000 -0.000000000
0.000100000 0.000000000 -0.000000000
0.000200000 0.000000000 -0.000000000
0.000300000 0.000000000 -0.000000000
0.000400000 0.000000000 -0.000000000
0.000500000 0.000000000 -0.000000000
0.000600000 0.000000000 -0.000000000
0.000700000 0.000000000 -0.000000000
0.000800000 0.000000000 -0.000000000
0.000900000 0.000000000 -0.000000000
0.001000000 0.000000000 -0.000000000
0.001100000 0.000000000 -0.000000000
0.001200000 0.000000000 -0.000000000
0.001300000 0.000000000 -0.000000000
0.001400000 0.000000000 358508.604206501
0.001500000 -71.701720841 1792543.021032504
0.001600000 -358.508604207 4302103.250478016
0.001700000 -932.122370937 10038240.917782022
0.001800000 -2366.156787763 24737093.690248556
0.001900000 -5879.541108987 53776290.630975120
0.002000000 -13121.414913958 107552581.261950046
0.002100000 -27390.057361377 197538240.917782187
0.002200000 -52629.063097514 330903441.682600975
0.002300000 -93570.745697897 506572657.743786693
0.002400000 -153943.594646271 700525812.619501948
0.002500000 -233675.908221797 870458891.013384342
0.002600000 -328035.372848948 960444550.669215918
0.002700000 -425764.818355641 908819311.663479328
0.002800000 -509799.235181644 687619502.868069172
0.002900000 -563288.718929254 323016252.390058041
0.003000000 -574402.485659656 6811663.479923248
0.003100000 -564651.051625239 -96080305.927342415
0.003200000 -555186.424474187 -95363288.718929291
0.003300000 -545578.393881453 -99665391.969406605
0.003400000 -535253.346080306 -101457934.990438938
0.003500000 -525286.806883365 -100740917.782027245
0.003600000 -515105.162523901 -100740917.782027245
0.003700000 -505138.623326960 -99306883.365200520
0.003800000 -495243.785850860 -102533460.803059578
0.003900000 -484631.931166348 -108269598.470363617
0.004000000 -473589.866156788 -109345124.282982826
0.004100000 -462762.906309751 -108986615.678776264
0.004200000 -451792.543021032 -109703632.887188911
0.004300000 -440822.179732313 -113288718.929254532
0.004400000 -429134.799235182 -116515296.367113113
0.004500000 -417519.120458891 -116515296.367113113
0.004600000 -405831.739961759 -119383365.200764179
0.004700000 -393642.447418738 -122251434.034417152
0.004800000 -381381.453154876 -124760994.263862371
0.004900000 -368690.248565966 -128346080.305926561
0.005000000 -355712.237093690 -129063097.514341354
0.005100000 -342877.629063097 -128704588.910134077
0.005200000 -329971.319311663 -132289674.952198267
0.005300000 -316419.694072658 -136233269.598469973
0.005400000 -302724.665391969 -135874760.994264126
0.005500000 -289244.741873805 -135516252.390057325
0.005600000 -275621.414913958 -144478967.495219469
0.005700000 -260348.948374761 -145195984.703633070
0.005800000 -246582.217973231 -136233269.598470449
0.005900000 -233102.294455067 -145554493.307839394
0.006000000 -217471.319311663 -196821223.709369898
0.006100000 -193738.049713193 -297562141.491395831
